bowler,batsman,times
BJ Hodge,SK Warne,1
BJ Hodge,AA Chavan,1
BJ Hodge,AL Menaria,1
P Parameswaran,ND Doshi,1
Harmeet Singh,R Dravid,1
PP Chawla,AL Menaria,2
JP Faulkner,BJ Hodge,1
JP Faulkner,AM Rahane,1
JH Kallis,AM Rahane,1
R Bhatia,R Dravid,2
R Bhatia,SP Goswami,1
B Lee,BJ Hodge,1
B Lee,AL Menaria,1
MM Patel,SP Goswami,1
KA Pollard,AM Rahane,1
SL Malinga,OA Shah,1
SL Malinga,J Botha,1
MM Patel,KK Cooper,1
KA Pollard,AL Menaria,1
KA Pollard,AA Chavan,1
KA Pollard,A Singh,1
MM Patel,GB Hogg,1
Shakib Al Hasan,R Dravid,1
Shakib Al Hasan,SP Goswami,1
SP Narine,OA Shah,1
DL Vettori,R Dravid,1
Z Khan,OA Shah,1
DT Christian,R Dravid,1
A Mishra,AL Menaria,1
A Mishra,AM Rahane,3
A Mishra,OA Shah,1
Anand Rajan,J Botha,1
SB Jakati,R Dravid,1
DE Bollinger,AL Menaria,1
KMDN Kulasekara,OA Shah,1
KP Appanna,AM Rahane,1
KP Appanna,OA Shah,1
KP Appanna,SP Goswami,1
KP Appanna,R Dravid,1
HV Patel,BJ Hodge,1
Z Khan,KK Cooper,1
HV Patel,GB Hogg,1
IK Pathan,R Dravid,1
M Morkel,BJ Hodge,1
UT Yadav,OA Shah,2
P Negi,AM Rahane,1
P Negi,SR Watson,1
P Negi,BJ Hodge,1
P Negi,AL Menaria,1
M Morkel,R Dravid,1
RJ Harris,AM Rahane,1
RJ Harris,BJ Hodge,1
RJ Harris,STR Binny,1
B Kumar,AM Rahane,4
WD Parnell,R Dravid,1
MJ Clarke,AL Menaria,1
BW Hilfenhaus,R Dravid,1
BW Hilfenhaus,SR Watson,1
VY Mahesh,AM Rahane,1
VY Mahesh,STR Binny,1
RA Jadeja,J Botha,1
R Ashwin,BJ Hodge,1
A Nehra,R Dravid,1
A Nehra,SR Watson,1
A Nehra,BJ Hodge,1
AD Mathews,AM Rahane,1
DW Steyn,AM Rahane,2
MS Gony,R Dravid,1
V Pratap Singh,AL Menaria,1
DW Steyn,J Botha,1
V Pratap Singh,SP Goswami,1
V Pratap Singh,OA Shah,1
DS Kulkarni,R Dravid,1
DS Kulkarni,AM Rahane,2
KA Pollard,STR Binny,2
KA Pollard,SR Watson,2
DS Kulkarni,AL Menaria,1
SL Malinga,DH Yagnik,1
UT Yadav,MDKJ Perera,1
UT Yadav,STR Binny,1
UT Yadav,R Dravid,1
UT Yadav,BJ Hodge,1
A Nehra,KK Cooper,1
A Nehra,AL Menaria,1
B Lee,SR Watson,1
LR Shukla,STR Binny,1
SP Narine,KK Cooper,1
JH Kallis,DH Yagnik,1
B Kumar,MDKJ Perera,1
R Sharma,AM Rahane,1
Yuvraj Singh,STR Binny,2
Yuvraj Singh,R Dravid,1
R Sharma,DH Yagnik,1
P Awana,SR Watson,1
P Kumar,R Dravid,1
P Kumar,STR Binny,1
PP Chawla,BJ Hodge,1
Harbhajan Singh,DH Yagnik,2
PP Ojha,STR Binny,1
R Rampaul,SR Watson,1
JD Unadkat,AM Rahane,1
R Vinay Kumar,STR Binny,2
M Kartik,R Dravid,1
R Vinay Kumar,BJ Hodge,2
RP Singh,JP Faulkner,1
RP Singh,DH Yagnik,1
R Vinay Kumar,S Sreesanth,1
RP Singh,SW Tait,1
R Rampaul,SK Trivedi,1
R Ashwin,DH Yagnik,1
DJ Bravo,R Dravid,1
R Rampaul,AM Rahane,1
MC Henriques,R Dravid,1
R Rampaul,SV Samson,2
R Vinay Kumar,OA Shah,1
SMSM Senanayake,AM Rahane,1
Iqbal Abdulla,JP Faulkner,1
SP Narine,SR Watson,2
SMSM Senanayake,DH Yagnik,1
R Bhatia,SV Samson,1
JH Kallis,OA Shah,1
AD Mathews,R Dravid,1
WD Parnell,SR Watson,1
WD Parnell,BJ Hodge,1
S Kaul,R Dravid,1
Bipul Sharma,R Dravid,1
JO Holder,AM Rahane,1
JO Holder,JP Faulkner,1
MM Sharma,SV Samson,1
CH Morris,R Dravid,1
MG Johnson,R Dravid,1
DS Kulkarni,JP Faulkner,1
MG Johnson,SV Samson,1
PP Ojha,SR Watson,2
SL Malinga,BJ Hodge,1
A Mishra,R Dravid,1
KV Sharma,AM Rahane,1
A Mishra,SV Samson,1
NLTC Perera,SR Watson,1
NLTC Perera,STR Binny,1
A Mishra,Sachin Baby,1
KV Sharma,JP Faulkner,1
DW Steyn,BJ Hodge,1
DW Steyn,KK Cooper,1
I Sharma,R Dravid,1
KV Sharma,SR Watson,1
DJG Sammy,DH Yagnik,1
DJG Sammy,STR Binny,1
DW Steyn,SV Samson,1
Harbhajan Singh,AM Rahane,1
Harbhajan Singh,SR Watson,2
SL Malinga,SV Samson,1
Harbhajan Singh,R Dravid,1
KA Pollard,KK Cooper,1
DW Steyn,AM Nayar,1
I Sharma,SR Watson,2
A Mishra,BJ Hodge,1
DW Steyn,R Bhatia,1
P Awana,AM Rahane,1
M Kartik,AM Nayar,1
AR Patel,SR Watson,2
MG Johnson,STR Binny,2
P Awana,SV Samson,1
IC Pandey,AM Nayar,1
MM Sharma,STR Binny,1
IC Pandey,JP Faulkner,1
RA Jadeja,TG Southee,1
BW Hilfenhaus,R Bhatia,1
R Ashwin,PV Tambe,1
MA Starc,AM Rahane,1
MA Starc,KK Nair,1
YS Chahal,SR Watson,2
R Vinay Kumar,KK Nair,1
R Vinay Kumar,SR Watson,1
M Morkel,STR Binny,1
R Vinay Kumar,AM Rahane,2
WD Parnell,AM Rahane,1
Mohammed Shami,R Bhatia,1
AD Russell,AM Rahane,1
Shakib Al Hasan,KK Nair,1
R Vinay Kumar,SPD Smith,1
DW Steyn,KK Nair,1
MC Henriques,SR Watson,1
IK Pathan,STR Binny,1
DW Steyn,SPD Smith,1
B Kumar,JP Faulkner,2
B Kumar,R Bhatia,1
B Kumar,KW Richardson,1
IK Pathan,PV Tambe,1
Yuvraj Singh,SR Watson,1
Yuvraj Singh,SV Samson,1
Yuvraj Singh,KK Nair,1
R Ashwin,Ankit Sharma,1
MM Sharma,SR Watson,1
S Badree,KK Nair,1
MM Sharma,SPD Smith,1
RA Jadeja,JP Faulkner,1
RA Jadeja,STR Binny,1
MM Sharma,R Bhatia,2
S Nadeem,KK Nair,1
JP Duminy,KK Cooper,1
Imran Tahir,STR Binny,2
Imran Tahir,SV Samson,1
R Shukla,BCJ Cutting,1
PP Ojha,UBT Chand,1
K Santokie,SV Samson,1
Harbhajan Singh,KK Cooper,1
S Gopal,Ankit Sharma,1
S Gopal,STR Binny,1
Harbhajan Singh,KK Nair,1
K Santokie,BJ Hodge,1
L Balaji,KK Nair,1
R Dhawan,AM Rahane,1
R Dhawan,SR Watson,1
Karanveer Singh,STR Binny,1
Karanveer Singh,SV Samson,1
AR Patel,R Tewatia,1
AR Patel,BJ Hodge,1
AR Patel,KK Cooper,1
JJ Bumrah,KK Nair,1
S Gopal,SV Samson,1
KA Pollard,JP Faulkner,1
Anureet Singh,AM Rahane,1
Sandeep Sharma,SV Samson,1
AR Patel,KK Nair,1
MG Johnson,SPD Smith,1
Anureet Singh,DJ Hooda,1
Anureet Singh,JP Faulkner,1
AD Mathews,SV Samson,1
A Mishra,SPD Smith,1
A Mishra,KK Nair,1
Imran Tahir,AM Rahane,1
Imran Tahir,DJ Hooda,1
Imran Tahir,JP Faulkner,1
R Vinay Kumar,SV Samson,1
S Gopal,AM Rahane,1
SL Malinga,DJ Hooda,2
RS Bopara,SV Samson,1
KV Sharma,SPD Smith,1
RS Bopara,KK Nair,1
TA Boult,AM Rahane,1
DJ Bravo,SPD Smith,1
Shivam Sharma,DJ Hooda,1
MG Johnson,AM Rahane,1
Sandeep Sharma,JP Faulkner,1
Anureet Singh,KK Nair,1
MG Johnson,SR Watson,1
MG Johnson,JP Faulkner,1
HV Patel,AM Rahane,1
V Kohli,KK Nair,1
Iqbal Abdulla,DJ Hooda,1
MA Starc,SPD Smith,1
MA Starc,STR Binny,1
HV Patel,JP Faulkner,1
MA Starc,DS Kulkarni,1
J Suchith,SR Watson,1
MJ McClenaghan,SPD Smith,1
MJ McClenaghan,SV Samson,1
MJ McClenaghan,KK Nair,1
R Vinay Kumar,TG Southee,1
AD Mathews,SR Watson,1
NM Coulter-Nile,KK Nair,1
MC Henriques,KK Nair,1
KV Sharma,DJ Hooda,1
RS Bopara,SPD Smith,1
MM Sharma,AM Rahane,1
RA Jadeja,KK Nair,1
RA Jadeja,DJ Hooda,1
MM Sharma,JP Faulkner,1
DJ Bravo,Ankit Sharma,1
Azhar Mahmood,AM Rahane,1
AD Russell,SPD Smith,1
AD Russell,JP Faulkner,1
UT Yadav,KK Nair,1
UT Yadav,CH Morris,1
D Wiese,SPD Smith,1
HV Patel,KK Nair,1
S Aravind,JP Faulkner,1
S Aravind,STR Binny,1
MA Starc,CH Morris,1
D Wiese,DJ Hooda,1
YS Chahal,DS Kulkarni,1
